1,1000000.0000000000000000000000000000000000000000000,500001.00000000000000000000000000000000000000000000000000,0
2,500001.00000000000000000000000000000000000000000000000000,250002.49999600000799998400003199993600012799974400051200,0
3,250002.49999600000799998400003199993600012799974400051200,125005.24995800046799458406305526512856598014823595622395,0
4,125005.24995800046799458406305526512856598014823595622395,62510.624643017033148886913584033204645297599443257445475,0
5,62510.624643017033148886913584033204645297599443257445475,31271.309602062194555964223587717005483745658018423320738,0
6,31271.309602062194555964223587717005483745658018423320738,15667.632994868366400307555271002816520651001597103244369,0
7,15667.632994868366400307555271002816520651001597103244369,7897.6423478563580671905136093423623811696836517416721845,0
8,7897.6423478563580671905136093423623811696836517416721845,4075.4412405194989208879857338706713335299114996130960923,0
9,4075.4412405194989208879857338706713335299114996130960923,2283.0928243925538398630669035817794614433923363437780462,0
10,2283.0928243925538398630669035817794614433923363437780462,1579.5487524060153652754700172749893512746398177638890231,0
11,1579.5487524060153652754700172749893512746398177638890231,1422.8665795786682509120968385630981830931092942876445116,1
12,1422.8665795786682509120968385630981830931092942876445116,1414.2398735915306231936461644112003518252948934786222558,2
13,1414.2398735915306231936461644112003518252948934786222558,1414.2135626178485126558900035917439663220762854897111279,5
14,1414.2135626178485126558900035917439663220762854897111279,1414.2135623730950488228680777571711822141811472942555640,10
15,1414.2135623730950488228680777571711822141811472942555640,1414.2135623730950488016887242096980785698304670594777820,20
16,1414.2135623730950488016887242096980785698304670594777820,1414.2135623730950488016887242096980785696718753769388910,40
17,1414.2135623730950488016887242096980785696718753769388910,1414.2135623730950488016887242096980785696718753769694455,50
